"DATE"	"CODBDI"	"CODNEG"	"TPMERC"	"NOMRES"	"MODREF"	"PREABE"	"PREULT"	"TOTNEG"	"QUATOT"	"VOLTOT"	"RET"
"2015-11-13"	"02"	"ITUB4"	"010"	"ELETROPAULO"	"R$"	8.16	7.89	2151	828100	6.631281e6	-0.019169329073482524
"2015-11-16"	"02"	"ITUB4"	"010"	"EMBRAER"	"R$"	28.47	28.84	6733	1895500	5.4539908e7	0.023414985590778044
"2015-11-17"	"02"	"ITUB4"	"010"	"ENERGIAS BR"	"R$"	12.57	12.53	6824	2738700	3.4365163e7	0.00034965034965028004
"2015-11-18"	"02"	"ITUB4"	"010"	"EQUATORIAL"	"R$"	37.34	37.43	4974	924600	3.4692481e7	-0.0017488632388947432
"2015-11-19"	"02"	"ITUB4"	"010"	"ESTACIO PART"	"R$"	15.0	15.05	5451	1662000	2.4937988e7	0.0110344827586207
"2015-11-23"	"02"	"ITUB4"	"010"	"ETERNIT"	"R$"	2.29	2.23	177	195000	447203.0	-0.010465901417960914
"2015-11-24"	"02"	"ITUB4"	"010"	"EUCATEX"	"R$"	2.68	2.5	11	5200	13067.0	0.010327022375215171
"2015-11-25"	"02"	"ITUB4"	"010"	"EVEN"	"R$"	4.02	4.04	3052	1661900	6.645985e6	-0.02921739130434782
"2015-11-26"	"02"	"ITUB4"	"010"	"EZTEC"	"R$"	13.11	13.15	3104	660600	8.718256e6	0.011428571428571439
"2015-11-27"	"02"	"ITUB4"	"010"	"FERBASA"	"R$"	7.13	7.2	200	69400	496820.0	-0.01955903271692748
"2015-11-30"	"02"	"ITUB4"	"010"	"FER HERINGER"	"R$"	1.65	1.73	37	33100	55597.0	0.014233576642335788
"2015-11-03"	"02"	"JBDU4"	"010"	"FIBRIA"	"R$"	56.1	55.12	6821	1326100	7.3466849e7	0.04808743169398901
"2015-11-04"	"02"	"JBDU4"	"010"	"FORJA TAURUS"	"R$"	1.16	1.15	8	11200	12892.0	-0.0604229607250755
"2015-11-05"	"02"	"JBDU4"	"010"	"FLEURY"	"R$"	16.0	16.01	680	92700	1.49543e6	-0.004246284501061481
"2015-11-06"	"02"	"JBDU4"	"010"	"FRAS-LE"	"R$"	3.21	3.25	2	1200	3896.0	0.009036144578313239
"2015-11-09"	"02"	"JBDU4"	"010"	"AES TIETE"	"R$"	13.59	13.7	1214	326800	4.441958e6	0.007383966244725768
"2015-11-10"	"02"	"JBDU4"	"010"	"AES TIETE"	"R$"	13.69	13.67	3121	748200	1.0214036e7	-0.11009174311926614
"2015-11-11"	"02"	"JBDU4"	"010"	"GAFISA"	"R$"	2.6	2.63	2542	1030700	2.664437e6	0.033613445378151294
"2015-11-12"	"02"	"JBDU4"	"010"	"GERDAU"	"R$"	4.05	3.91	151	106300	419259.0	-0.008394543546694656
"2015-11-13"	"02"	"JBDU4"	"010"	"GERDAU"	"R$"	5.26	5.04	17671	9758300	5.0234544e7	-0.016877637130801704
"2015-11-16"	"02"	"JBDU4"	"010"	"GERDAU MET"	"R$"	2.21	2.05	160	457400	947203.0	0.0
"2015-11-17"	"02"	"JBDU4"	"010"	"GERDAU MET"	"R$"	2.43	2.29	13473	9866300	2.3061777e7	0.015367727771679536
"2015-11-18"	"02"	"JBDU4"	"010"	"GOL"	"R$"	3.54	3.43	2239	855600	2.981417e6	0.07222222222222226
"2015-11-19"	"02"	"JBDU4"	"010"	"GP INVEST"	"R$"	7.15	7.3	156	45500	334199.0	-0.0061601642710472785
"2015-11-23"	"02"	"JBDU4"	"010"	"GRENDENE"	"R$"	17.03	17.01	660	100800	1.720431e6	0.0
"2015-11-24"	"02"	"JBDU4"	"010"	"GENERALSHOPP"	"R$"	2.57	2.33	66	51100	121598.0	0.009782608695652159
"2015-11-25"	"02"	"JBDU4"	"010"	"GUARARAPES"	"R$"	46.92	47.92	59	9100	435909.0	-0.013071895424836517
"2015-11-26"	"02"	"JBDU4"	"010"	"GUARARAPES"	"R$"	42.75	44.0	4	700	30075.0	-0.0022172949002216822
"2015-11-27"	"02"	"JBDU4"	"010"	"HELBOR"	"R$"	2.11	2.06	1223	302600	630434.0	-0.009302325581395357
"2015-11-30"	"02"	"JBDU4"	"010"	"CIA HERING"	"R$"	15.82	15.78	994	182700	2.884579e6	-0.0636704119850187
"2015-11-03"	"02"	"JBSS3"	"010"	"HYPERMARCAS"	"R$"	21.11	21.04	5106	1263500	2.6715943e7	-0.023288637967537055
"2015-11-04"	"02"	"JBSS3"	"010"	"IDEIASNET"	"R$"	7.91	7.84	128	41400	317111.0	0.026428571428571374
"2015-11-05"	"02"	"JBSS3"	"010"	"IGB S/A"	"R$"	2.15	2.58	28	12400	29753.0	-0.010438413361169003
"2015-11-06"	"02"	"JBSS3"	"010"	"IGUATEMI"	"R$"	22.17	21.77	2578	416000	9.176586e6	-0.011299435028248598
"2015-11-09"	"02"	"JBSS3"	"010"	"ITAUSA"	"R$"	7.72	7.62	83	32800	252429.0	0.0
"2015-11-10"	"02"	"JBSS3"	"010"	"ITAUSA"	"R$"	7.44	7.45	21155	19170100	1.42896795e8	-0.012811387900355978
"2015-11-11"	"02"	"JBSS3"	"010"	"ITAUUNIBANCO"	"R$"	26.09	26.42	485	76000	1.989985e6	0.011428571428571439
"2015-11-12"	"02"	"JBSS3"	"010"	"ITAUUNIBANCO"	"R$"	27.76	28.41	35039	16907700	4.74806838e8	0.00210822206605758
"2015-11-13"	"02"	"JBSS3"	"010"	"J B DUARTE"	"R$"	9.28	9.28	4	400	3616.0	-0.0007087172218284754
"2015-11-16"	"02"	"JBSS3"	"010"	"JBS"	"R$"	14.19	14.08	18573	9512200	1.33421757e8	-0.007751937984496084
"2015-11-17"	"02"	"JBSS3"	"010"	"JHSF PART"	"R$"	1.55	1.52	266	48700	74526.0	-0.02729181245626304
"2015-11-18"	"02"	"JBSS3"	"010"	"JSL"	"R$"	8.92	8.95	117	21900	195554.0	0.005025125628140724
"2015-11-19"	"02"	"JBSS3"	"010"	"KEPLER WEBER"	"R$"	21.9	23.2	134	33500	779041.0	0.0014214641080312418
"2015-11-23"	"02"	"JBSS3"	"010"	"KLABIN S/A"	"R$"	23.77	24.0	5681	2467800	5.9035976e7	0.009929078014184438
"2015-11-24"	"02"	"JBSS3"	"010"	"KLABIN S/A"	"R$"	4.05	4.11	359	199400	811234.0	-0.007067137809187254
"2015-11-25"	"02"	"JBSS3"	"010"	"KROTON"	"R$"	10.22	10.24	19284	16970100	1.73867822e8	0.011782032400589112
"2015-11-26"	"02"	"JBSS3"	"010"	"LOJAS AMERIC"	"R$"	12.85	12.69	1576	507300	6.429115e6	-0.008823529411764649
"2015-11-27"	"02"	"JBSS3"	"010"	"LOJAS AMERIC"	"R$"	18.24	18.32	5842	2052000	3.7430266e7	0.008239700374531925
"2015-11-30"	"02"	"JBSS3"	"010"	"LOCAMERICA"	"R$"	3.68	3.63	7	36100	132814.0	-0.06405425772418988
"2015-11-03"	"02"	"JHSF3"	"010"	"METAL LEVE"	"R$"	24.85	24.76	1753	308000	7.664185e6	-0.03333333333333336
"2015-11-04"	"02"	"JHSF3"	"010"	"LIGHT S/A"	"R$"	12.97	12.59	2130	447200	5.62981e6	0.0233918128654971
"2015-11-05"	"02"	"JHSF3"	"010"	"LINX"	"R$"	48.05	48.25	539	145200	7.008335e6	0.017441860465116296
"2015-11-06"	"02"	"JHSF3"	"010"	"LE LIS BLANC"	"R$"	2.67	2.62	450	130600	345027.0	-0.017241379310344845
"2015-11-09"	"02"	"JHSF3"	"010"	"LOG-IN"	"R$"	1.37	1.42	478	572900	752190.0	-0.01169590643274855
"2015-11-10"	"02"	"JHSF3"	"010"	"LOPES BRASIL"	"R$"	2.68	2.71	82	27300	73191.0	-0.01734104046242776
"2015-11-11"	"02"	"JHSF3"	"010"	"LOJAS RENNER"	"R$"	19.22	18.99	7877	4091100	7.7692903e7	-0.04624277456647403
"2015-11-12"	"02"	"JHSF3"	"010"	"MAGNESITA SA"	"R$"	2.81	2.85	281	935800	2.668476e6	-0.03614457831325291
"2015-11-13"	"02"	"JHSF3"	"010"	"M.DIASBRANCO"	"R$"	71.84	72.16	457	87400	6.311058e6	-0.05625000000000005
"2015-11-16"	"02"	"JHSF3"	"010"	"IMC S/A"	"R$"	3.99	3.86	38	13800	53998.0	-0.019354838709677438
"2015-11-17"	"02"	"JHSF3"	"010"	"MAGAZ LUIZA"	"R$"	10.59	10.4	1533	252100	2.623484e6	-0.026315789473684233
"2015-11-18"	"02"	"JHSF3"	"010"	"MILLS"	"R$"	4.62	4.48	3373	838500	3.779436e6	-0.07236842105263164
"2015-11-19"	"02"	"JHSF3"	"010"	"MMX MINER"	"R$"	0.3	0.3	14	19800	5787.0	0.013793103448275874
"2015-11-23"	"02"	"JHSF3"	"010"	"MINUPAR"	"R$"	0.04	0.04	5	57700	2308.0	0.02040816326530614
"2015-11-24"	"02"	"JHSF3"	"010"	"MULTIPLUS"	"R$"	34.31	34.6	965	128300	4.469885e6	-0.019480519480519497
"2015-11-25"	"02"	"JHSF3"	"010"	"MARFRIG"	"R$"	6.27	6.39	4090	1256900	8.014145e6	-0.05333333333333338
"2015-11-26"	"02"	"JHSF3"	"010"	"MRV"	"R$"	8.51	8.7	9871	2692700	2.3269881e7	-0.04137931034482763
"2015-11-27"	"02"	"JHSF3"	"010"	"MULTIPLAN"	"R$"	45.38	44.7	2399	424200	1.9023335e7	-0.034965034965034995
"2015-11-30"	"02"	"JHSF3"	"010"	"IOCHP-MAXION"	"R$"	16.59	16.45	1712	371700	6.137422e6	0.007407407407407414
"2015-11-03"	"02"	"JSLG3"	"010"	"NATURA"	"R$"	23.49	23.6	3942	825500	1.9420491e7	-0.011446409989594114
"2015-11-04"	"02"	"JSLG3"	"010"	"ODONTOPREV"	"R$"	10.18	10.4	5119	2623100	2.7062075e7	0.002076843198338481
"2015-11-05"	"02"	"JSLG3"	"010"	"OUROFINO S/A"	"R$"	33.82	34.39	10	1900	64029.0	0.015384615384615422
"2015-11-06"	"02"	"JSLG3"	"010"	"OI"	"R$"	3.53	3.45	1060	376700	1.312922e6	-0.0020202020202019773
"2015-11-09"	"02"	"JSLG3"	"010"	"OI"	"R$"	2.02	1.97	1155	1496200	2.970821e6	-0.005102040816326603
"2015-11-10"	"02"	"JSLG3"	"010"	"PARCORRETORA"	"R$"	10.7	10.5	775	159300	1.682949e6	-0.03386454183266931
"2015-11-11"	"02"	"JSLG3"	"010"	"P.ACUCAR-CBD"	"R$"	53.66	53.97	4560	807700	4.3588832e7	-0.06928645294725956
"2015-11-12"	"02"	"JSLG3"	"010"	"PDG REALT"	"R$"	1.96	1.88	558	175300	334937.0	-0.006622516556291445
"2015-11-13"	"02"	"JSLG3"	"010"	"PETROBRAS"	"R$"	8.84	9.38	23950	16794400	1.54713285e8	-0.0055248618784531165
"2015-11-16"	"02"	"JSLG3"	"010"	"PETROBRAS"	"R$"	7.31	7.7	38505	56587800	4.26543027e8	0.0033632286995514977
"2015-11-17"	"02"	"JSLG3"	"010"	"PROFARMA"	"R$"	5.87	6.06	85	64700	382913.0	0.0
"2015-11-18"	"02"	"JSLG3"	"010"	"PARANAPANEMA"	"R$"	2.62	2.54	828	273800	707064.0	0.00558659217877103
"2015-11-19"	"02"	"JSLG3"	"010"	"DIMED"	"R$"	228.0	231.0	5	800	184500.0	-0.03384279475982538
"2015-11-23"	"02"	"JSLG3"	"010"	"MARCOPOLO"	"R$"	2.22	2.24	123	38700	85451.0	-0.03333333333333341
"2015-11-24"	"02"	"JSLG3"	"010"	"MARCOPOLO"	"R$"	2.34	2.31	2043	785100	1.81947e6	-0.004519774011299339
"2015-11-25"	"02"	"JSLG3"	"010"	"POSITIVO INF"	"R$"	1.82	1.77	228	51500	91876.0	0.016949152542372923
"2015-11-26"	"02"	"JSLG3"	"010"	"PETRORIO"	"R$"	2.05	2.02	182	35500	72331.0	-0.007717750826901905
"2015-11-27"	"02"	"JSLG3"	"010"	"PRUMO"	"R$"	0.99	0.96	910	3015300	2.913545e6	-0.0021598272138228483
"2015-11-30"	"02"	"JSLG3"	"010"	"PORTO SEGURO"	"R$"	33.47	34.0	2777	700000	2.3963909e7	-0.04843918191603868
"2015-11-03"	"02"	"KEPL3"	"010"	"PORTOBELLO"	"R$"	2.28	2.28	51	77100	175901.0	0.08971553610503269
"2015-11-04"	"02"	"KEPL3"	"010"	"QGEP PART"	"R$"	6.33	6.35	3856	911600	5.771873e6	-0.0023715415019763745
"2015-11-05"	"02"	"KEPL3"	"010"	"QUALICORP"	"R$"	16.5	16.65	8913	1634600	2.7344676e7	-0.003984063745019977
"2015-11-06"	"02"	"KEPL3"	"010"	"RAIADROGASIL"	"R$"	41.88	42.18	8322	1482500	6.2505214e7	0.004828973843058247
"2015-11-09"	"02"	"KEPL3"	"010"	"RANDON PART"	"R$"	2.95	2.89	1739	979500	2.867988e6	0.00400160064025616
"2015-11-10"	"02"	"KEPL3"	"010"	"LOCALIZA"	"R$"	28.0	27.15	5016	961800	2.619215e7	-0.017607042817126762
"2015-11-11"	"02"	"KEPL3"	"010"	"COSAN LOG"	"R$"	1.12	1.15	1503	1381200	1.547428e6	-0.006085192697768705
"2015-11-12"	"02"	"KEPL3"	"010"	"RENOVA"	"R$"	20.85	20.17	58	10600	215214.0	-0.0608411596570028
"2015-11-13"	"02"	"KEPL3"	"010"	"INDS ROMI"	"R$"	2.28	2.27	11	21500	48725.0	-0.04031551270815082
"2015-11-16"	"02"	"KEPL3"	"010"	"ROSSI RESID"	"R$"	0.8	0.81	371	601300	483963.0	0.059360730593607344
"2015-11-17"	"02"	"KEPL3"	"010"	"RUMO LOG"	"R$"	7.0	6.94	2078	454800	3.20058e6	-0.010775862068965518
"2015-11-18"	"02"	"KEPL3"	"010"	"SANTANDER BR"	"R$"	14.71	14.86	2143	839800	1.2403051e7	0.022222222222222223
"2015-11-19"	"02"	"KEPL3"	"010"	"SANTANDER BR"	"R$"	8.0	7.98	16	5100	40512.0	0.012378426171529512
"2015-11-23"	"02"	"KEPL3"	"010"	"SANTANDER BR"	"R$"	6.5	6.6	12	4500	29333.0	-0.017896115233522487
"2015-11-24"	"02"	"KEPL3"	"010"	"SANEPAR"	"R$"	3.61	3.7	171	27400	100472.0	-0.0031376064545047193
"2015-11-25"	"02"	"KEPL3"	"010"	"SABESP"	"R$"	18.03	18.33	4510	1607900	2.9598578e7	-0.018303571428571436
"2015-11-26"	"02"	"KEPL3"	"010"	"SOMOS EDUCA"	"R$"	13.67	13.57	71	96000	1.302873e6	-0.00972222222222226
"2015-11-27"	"02"	"KEPL3"	"010"	"SER EDUCA"	"R$"	8.33	8.36	784	179700	1.510975e6	-0.014084507042253554
"2015-11-30"	"02"	"KEPL3"	"010"	"SPRINGS"	"R$"	2.83	2.64	55	49800	133468.0	-0.17848643503093764
"2015-11-03"	"02"	"KLBN11"	"010"	"TIME FOR FUN"	"R$"	2.73	2.6	60	52100	135425.0	0.06568672485071197
"2015-11-04"	"02"	"KLBN11"	"010"	"SLC AGRICOLA"	"R$"	17.75	17.1	1643	236400	4.05029e6	-0.008620689655172384
"2015-11-05"	"02"	"KLBN11"	"010"	"SARAIVA LIVR"	"R$"	4.56	4.67	244	116600	536621.0	-0.01696389734667234
"2015-11-06"	"02"	"KLBN11"	"010"	"SMILES"	"R$"	33.47	31.5	3602	487300	1.5484377e7	0.003991130820399107
"2015-11-09"	"02"	"KLBN11"	"010"	"SAO MARTINHO"	"R$"	46.32	45.5	812	123500	5.659728e6	-0.014159292035398242
"2015-11-10"	"02"	"KLBN11"	"010"	"SENIOR SOL"	"R$"	8.88	9.0	67	28400	252185.0	0.007184553210597223
"2015-11-11"	"02"	"KLBN11"	"010"	"SIERRABRASIL"	"R$"	17.19	16.92	36	5000	85231.0	0.037433155080213894
"2015-11-12"	"02"	"KLBN11"	"010"	"SANTOS BRP"	"R$"	14.4	14.54	208	35100	513723.0	0.011563169164882208
"2015-11-13"	"02"	"KLBN11"	"010"	"SUL AMERICA"	"R$"	20.56	21.18	4102	1498100	3.1814679e7	0.011518771331058001
"2015-11-16"	"02"	"KLBN11"	"010"	"SUZANO PAPEL"	"R$"	18.39	18.3	9635	3555200	6.5007442e7	0.009676062263357191
"2015-11-17"	"02"	"KLBN11"	"010"	"SWEETCOSMET"	"R$"	0.14	0.13	11	40000	5250.0	-0.00289615225486141
"2015-11-18"	"02"	"KLBN11"	"010"	"TAESA"	"R$"	19.73	19.28	2301	673700	1.3037914e7	-0.011157024793388412
"2015-11-19"	"02"	"KLBN11"	"010"	"TRACTEBEL"	"R$"	34.96	35.48	3219	792100	2.7898542e7	0.014956377233070188
"2015-11-23"	"02"	"KLBN11"	"010"	"TECNISA"	"R$"	2.98	2.83	2810	1086100	3.127921e6	-0.0032760032760033512
"2015-11-24"	"02"	"KLBN11"	"010"	"TECHNOS"	"R$"	3.93	3.95	26	11600	45971.0	-0.007444168734491304
"2015-11-25"	"02"	"KLBN11"	"010"	"TELEBRAS"	"R$"	0.72	0.71	15	21900	15786.0	0.03147293327738145
"2015-11-26"	"02"	"KLBN11"	"010"	"TEMPO PART"	"R$"	3.83	3.83	17	11100	42549.0	0.004878048780487701
"2015-11-27"	"02"	"KLBN11"	"010"	"TEREOS"	"R$"	0.55	0.55	204	191900	103601.0	-0.013843648208469051
"2015-11-30"	"02"	"KLBN11"	"010"	"TEGMA"	"R$"	4.35	4.43	358	56200	246785.0	-0.021846661170651323
"2015-11-03"	"02"	"KLBN4"	"010"	"TIM PART S/A"	"R$"	8.22	8.01	6493	2551800	2.0595284e7	0.007299270072992544
"2015-11-04"	"02"	"KLBN4"	"010"	"TOTVS"	"R$"	36.29	35.3	1961	514200	1.8276206e7	-0.04390243902439018
"2015-11-05"	"02"	"KLBN4"	"010"	"TRIUNFO PART"	"R$"	2.68	2.66	244	62100	167666.0	-0.002551020408163211
"2015-11-06"	"02"	"KLBN4"	"010"	"TRAN PAULIST"	"R$"	46.69	45.87	3668	606300	2.8030958e7	-0.005063291139240511
"2015-11-09"	"02"	"KLBN4"	"010"	"TUPY"	"R$"	21.02	20.78	825	195200	4.062589e6	-0.002551020408163211
"2015-11-10"	"02"	"KLBN4"	"010"	"UNICASA"	"R$"	1.74	1.76	6	10900	18780.0	-0.0051282051282051325
"2015-11-11"	"02"	"KLBN4"	"010"	"ULTRAPAR"	"R$"	67.52	68.1	4433	1278300	8.6951476e7	0.025641025641025664
"2015-11-12"	"02"	"KLBN4"	"010"	"UNIPAR"	"R$"	3.94	3.91	45	197600	766537.0	0.01253132832080196
"2015-11-13"	"02"	"KLBN4"	"010"	"USIMINAS"	"R$"	7.01	6.84	93	43600	295103.0	-0.0024691358024690833
"2015-11-16"	"02"	"KLBN4"	"010"	"USIMINAS"	"R$"	2.62	2.55	8151	8374100	2.1841793e7	0.014814814814814939
"2015-11-17"	"02"	"KLBN4"	"010"	"V-AGRO"	"R$"	15.24	14.72	24	7600	113439.0	-0.019512195121951237
"2015-11-18"	"02"	"KLBN4"	"010"	"VALE"	"R$"	15.38	15.05	12073	4946300	7.4990205e7	-0.0024630541871920658
"2015-11-19"	"02"	"KLBN4"	"010"	"VALE"	"R$"	12.8	12.5	26952	18275600	2.30372682e8	0.012376237623762332
"2015-11-23"	"02"	"KLBN4"	"010"	"VIVER"	"R$"	0.03	0.03	31	380300	10010.0	-0.019559902200489015
"2015-11-24"	"02"	"KLBN4"	"010"	"TELEF BRASIL"	"R$"	38.07	37.93	5777	1940400	7.3784245e7	-0.012437810945273478
"2015-11-25"	"02"	"KLBN4"	"010"	"VALID"	"R$"	44.3	44.69	1687	242300	1.0725349e7	0.02010050251256272
"2015-11-26"	"02"	"KLBN4"	"010"	"VIAVAREJO"	"R$"	3.97	3.92	2088	704400	2.755294e6	0.0
"2015-11-27"	"02"	"KLBN4"	"010"	"WEG"	"R$"	14.07	14.2	5439	1804400	2.567205e7	-0.009852216748768483
"2015-11-30"	"02"	"KLBN4"	"010"	"WHIRLPOOL"	"R$"	2.64	2.6	7	1700	4473.0	-0.004975124378109347
"2015-11-03"	"02"	"KROT3"	"010"	"ABC BRASIL"	"R$"	9.38	9.45	564	220300	2.074111e6	0.07071713147410368
"2015-11-04"	"02"	"KROT3"	"010"	"AMBEV S/A"	"R$"	19.3	19.12	13461	6661900	1.27623227e8	-0.051067780872794705
"2015-11-05"	"02"	"KROT3"	"010"	"BRASILAGRO"	"R$"	11.37	11.3	77	11300	127622.0	0.034113060428849866
"2015-11-06"	"02"	"KROT3"	"010"	"ALPARGATAS"	"R$"	9.95	9.95	13	32200	319524.0	-0.027645376549094464
"2015-11-09"	"02"	"KROT3"	"010"	"ALPARGATAS"	"R$"	9.7	9.89	2353	983200	9.65557e6	-0.011707317073170655
"2015-11-10"	"02"	"KROT3"	"010"	"ALIANSCE"	"R$"	11.4	11.49	1848	738900	8.503422e6	-0.020547945205479534
"2015-11-11"	"02"	"KROT3"	"010"	"ALUPAR"	"R$"	14.49	14.7	982	181300	2.66558e6	0.041257367387033395
"2015-11-12"	"02"	"KROT3"	"010"	"LOJAS MARISA"	"R$"	6.77	7.0	194	311100	2.173985e6	-0.011225444340505073
"2015-11-13"	"02"	"KROT3"	"010"	"ANIMA"	"R$"	11.56	11.5	1911	405100	4.711496e6	-0.029383886255924217
"2015-11-16"	"02"	"KROT3"	"010"	"ARTERIS"	"R$"	9.59	9.65	900	208400	1.994266e6	0.0019569471624265727
"2015-11-17"	"02"	"KROT3"	"010"	"AREZZO CO"	"R$"	21.39	21.8	387	69400	1.513105e6	0.01830443159922924
"2015-11-18"	"02"	"KROT3"	"010"	"AMAZONIA"	"R$"	0.24	0.24	3	27000	6480.0	0.006647673314340009
"2015-11-19"	"02"	"KROT3"	"010"	"BRASIL"	"R$"	17.5	17.61	15814	6117200	1.07728659e8	-0.005581395348837255
"2015-11-23"	"02"	"KROT3"	"010"	"BRADESCO"	"R$"	24.0	24.8	6326	2112000	5.2384536e7	-0.00928505106778084
"2015-11-24"	"02"	"KROT3"	"010"	"BRADESCO"	"R$"	21.79	22.5	41614	16383100	3.6745728e8	-0.005633802816901455
"2015-11-25"	"02"	"KROT3"	"010"	"BR BROKERS"	"R$"	1.78	1.7	515	710600	1.246669e6	-0.002879078694817597
"2015-11-26"	"02"	"KROT3"	"010"	"BBSEGURIDADE"	"R$"	28.4	28.2	13599	5052300	1.43656733e8	-0.09090909090909084
"2015-11-27"	"02"	"KROT3"	"010"	"BTG PACTUAL"	"R$"	31.66	31.5	689	125200	3.942557e6	-0.03124999999999989
"2015-11-30"	"02"	"KROT3"	"010"	"MINERVA"	"R$"	12.37	12.45	3002	749800	9.263815e6	0.004343105320303925
"2015-11-03"	"02"	"LAME3"	"010"	"BANESTES"	"R$"	1.87	1.86	13	2500	4657.0	0.07173356105892398
"2015-11-04"	"02"	"LAME3"	"010"	"BANCO PAN"	"R$"	1.69	1.69	19	48500	81645.0	-0.008757961783439586
"2015-11-05"	"02"	"LAME3"	"010"	"BR PHARMA"	"R$"	0.4	0.4	113	343200	136677.0	0.02491961414791001
"2015-11-06"	"02"	"LAME3"	"010"	"BRADESPAR"	"R$"	5.93	5.85	25	15000	87437.0	-0.029827315541601316
"2015-11-09"	"02"	"LAME3"	"010"	"BRADESPAR"	"R$"	6.94	6.67	7647	3053000	2.0392439e7	-0.00970088924818102
"2015-11-10"	"02"	"LAME3"	"010"	"BRF SA"	"R$"	56.1	56.45	13991	2775000	1.57724716e8	-0.021207177814029348
"2015-11-11"	"02"	"LAME3"	"010"	"BR INSURANCE"	"R$"	0.92	0.9	129	1022400	924243.0	0.06988352745424292
"2015-11-12"	"02"	"LAME3"	"010"	"BRASKEM"	"R$"	14.75	15.21	24	6100	93185.0	-0.014855355746677054
"2015-11-13"	"02"	"LAME3"	"010"	"BRASKEM"	"R$"	24.05	25.13	16333	4137800	1.03326917e8	0.019184652278177474
"2015-11-16"	"02"	"LAME3"	"010"	"BR MALLS PAR"	"R$"	13.13	13.55	12465	3956700	5.3903255e7	-0.012451361867704291
"2015-11-17"	"02"	"LAME3"	"010"	"BR PROPERT"	"R$"	11.88	11.79	2434	390900	4.630324e6	-0.013302034428794988
"2015-11-18"	"02"	"LAME3"	"010"	"BANRISUL"	"R$"	6.05	6.18	5388	1912100	1.1896266e7	0.0
"2015-11-19"	"02"	"LAME3"	"010"	"B2W DIGITAL"	"R$"	14.41	14.53	1115	269300	3.944398e6	0.011075949367088512
"2015-11-23"	"02"	"LAME3"	"010"	"BMFBOVESPA"	"R$"	12.15	12.09	26803	14802200	1.80594598e8	0.017147310989867548
"2015-11-24"	"02"	"LAME3"	"010"	"CSU CARDSYST"	"R$"	3.04	2.98	99	52700	157134.0	-0.018475750577367223
"2015-11-25"	"02"	"LAME3"	"010"	"CCR SA"	"R$"	13.2	13.24	16558	8089500	1.07604949e8	0.0070754716981131964
"2015-11-26"	"02"	"LAME3"	"010"	"CCX CARVAO"	"R$"	3.5	3.57	9	8600	30474.0	0.005426356589147308
"2015-11-27"	"02"	"LAME3"	"010"	"CESP"	"R$"	15.78	15.93	2538	477500	7.540665e6	-0.02421875000000004
"2015-11-30"	"02"	"LAME3"	"010"	"COMGAS"	"R$"	40.39	40.5	167	25500	1.028489e6	-0.03303787268331992
"2015-11-03"	"02"	"LAME4"	"010"	"GRAZZIOTIN"	"R$"	10.02	9.95	20	4700	46994.0	0.07236842105263164
"2015-11-04"	"02"	"LAME4"	"010"	"CIELO"	"R$"	37.17	37.44	13427	3790600	1.42133221e8	-0.020982882385422365
"2015-11-05"	"02"	"LAME4"	"010"	"CELESC"	"R$"	12.7	12.46	82	30300	380631.0	0.021420518602029457
"2015-11-06"	"02"	"LAME4"	"010"	"CEMIG"	"R$"	6.87	6.82	461	259000	1.769547e6	-0.043070127001656605
"2015-11-09"	"02"	"LAME4"	"010"	"CEMIG"	"R$"	7.4	7.12	6032	3995800	2.8907186e7	0.0005780346820808099
"2015-11-10"	"02"	"LAME4"	"010"	"COELCE"	"R$"	37.6	37.22	28	4000	149184.0	0.004091174751607264
"2015-11-11"	"02"	"LAME4"	"010"	"CPFL ENERGIA"	"R$"	16.21	16.1	7310	1612400	2.6093821e7	0.03914795624640182
"2015-11-12"	"02"	"LAME4"	"010"	"COPEL"	"R$"	20.5	20.2	303	65200	1.320202e6	-0.004422332780541642
"2015-11-13"	"02"	"LAME4"	"010"	"COPEL"	"R$"	30.54	30.26	3354	655700	1.9855064e7	0.018888888888888882
"2015-11-16"	"02"	"LAME4"	"010"	"CPFL RENOVAV"	"R$"	11.5	11.38	3	400	4586.0	0.004385964912280803
"2015-11-17"	"02"	"LAME4"	"010"	"SOUZA CRUZ"	"R$"	27.48	27.58	47	5700	157215.0	-0.009729729729729714
"2015-11-18"	"02"	"LAME4"	"010"	"COSAN"	"R$"	25.66	25.6	5745	1482100	3.8379586e7	0.010433827567270605
"2015-11-19"	"02"	"LAME4"	"010"	"COPASA"	"R$"	15.54	15.57	1184	203600	3.180936e6	0.002154011847065113
"2015-11-23"	"02"	"LAME4"	"010"	"SID NACIONAL"	"R$"	5.0	4.91	5427	5331400	2.6264396e7	0.01604278074866314
"2015-11-24"	"02"	"LAME4"	"010"	"CONTAX"	"R$"	1.0	0.82	187	757500	646606.0	-0.005829358770535211
"2015-11-25"	"02"	"LAME4"	"010"	"CONTAX"	"R$"	0.2	0.17	29	39600	7341.0	0.0026881720430106
"2015-11-26"	"02"	"LAME4"	"010"	"CETIP"	"R$"	38.58	38.23	10713	2222000	8.5502759e7	0.0021344717182498773
"2015-11-27"	"02"	"LAME4"	"010"	"CVC BRASIL"	"R$"	14.58	14.5	1074	251900	3.651172e6	-0.023081052066559297
